GB	Taxonomy	ant	brn	gang	mandgl	midg	thorax	nasanov	sting	hpg	malptubes
GB55196	Conserved	0.3	0.2	0.611577946	0.495711899	0.180446556	0.086734576	0.962453707	0.35	0.107290184	0.005299263
GB55198	Conserved	0	0.1	0.059130351	0.123672837	0.011230055	0.051591889	3.083099868	0.07	0	0.00870678
0.0	Orphan	1	0	0.310997855	0	0	0	0.434587609	0.45	0	1.932478493
GB55219	Insect	0.5	0	0.231952094	3.526729554	0	0.174693568	5.500541975	8.27	0.295037316	0.105047641
GB55165	Conserved	14	21.7	13.33215973	17.0443092	9.292363364	6.936265819	16.88309184	5.04	4.497310808	11.2304032
GB55165	Conserved	38.7	23.9	35.95008827	38.51135325	13.96141189	32.03863075	25.91212189	13.4	5.864058306	22.52531531
GB55165	Conserved	1.4	1.4	0.880941749	1.200147313	0.60809637	0.685111723	1.384465186	0.34	0.159811894	0.5927312
GB55165	Conserved	3.6	0.9	3.414564145	6.150219915	1.733944156	1.458869597	5.617671339	1.76	1.836444619	3.891416068
GB55162	O-TRGs	2.8	0.1	0.485535773	0.366973545	0.038493766	0.285159404	0.401423034	0.28	0.116824306	0.13306985
GB55158	Conserved	0.2	0	0.188927873	0.094990623	0.10830165	4.847401358	0.140470297	0.06	0.012348094	0.027896227
GB55158	Conserved	0.4	0	0.219095531	0.06908827	0.01128318	0.2125908	0.07248211	0.14	0.005962988	0.159718941
GB55224	Conserved	2.8	0.2	1.204017532	1.772121765	0.25837002	1.872505918	6.856485196	3.67	0.084878677	0.647908494
GB55231	Hymenoptera	4.6	4	2.98161439	0.783760161	0.093504292	0.374891208	3.185969915	0.79	0.987300403	2.372084794
GB55146	Conserved	71.5	243.3	129.8881218	20.43300584	19.18649066	33.95368119	14.76357775	11.15	4.664405218	24.55632104
GB55144	Conserved	3.7	4.8	4.915594786	79.5094604	2.216490779	2.909609197	0.860349851	7.4	18.6824939	4.512309202
GB55142	Conserved	10.1	14.3	10.32660584	6.781877754	4.539037521	5.724322328	5.38164661	4.25	2.077082581	8.17181998
0.0	Orphan	5.8	4.7	2.869259231	0.369697497	0.366079997	4.580029321	1.370579964	0.52	0.113495216	0.0958647
0.0	Orphan	6.1	9.9	11.76570214	2.083231083	1.412678048	1.119330165	2.74629078	4.28	0.526037722	1.130977912
GB55241	Insect	1	0.6	0.677756735	0.92003201	1.722078575	0.274057607	0.480643312	0.56	0.148671457	2.581494857
GB55250	Conserved	21.8	25.6	15.06594458	8.728103184	5.537251156	6.158909931	9.265040265	7.03	3.523047656	7.917248014
GB55190	Conserved	43.7	61.5	44.86222717	58.2656468	12.95425132	27.72176249	26.41943994	24.36	12.76469311	29.10302654
GB55155	Insect	42.1	24.9	56.59756861	77.5552711	26.98938171	34.34642183	35.74454475	20.9	7.898471724	34.50037397
GB55147	Conserved	45.4	57.4	29.04445822	36.06294481	19.44812155	11.52281341	21.0554769	17.13	9.205116235	41.94774389
GB55233	Conserved	14.3	30.9	6.902735793	9.501331413	3.272538409	14.67418285	6.533998037	6.4	2.234073179	11.17819334
GB55239	Conserved	98.3	224.1	197.9599605	26.72249888	24.23620465	12.09568956	23.45269949	38.6	4.377540346	10.16915749
0.0	Conserved	0.5	0.4	0.176767656	0.174283898	0.141835701	0	0.167942378	0.23	0.060383704	0.244926332
GB51797	Conserved	32	16.8	4.744115037	11.06821179	54.40258444	1.394348015	19.86490412	2.27	6.671656342	17.65536082
0.0	Insect	414.6	29.4	369.7956276	412.0974047	217.9001007	3419.623506	192.5468715	248.6	55.19918848	364.3482544
GB51800	Hymenoptera	0.9	0.3	0.27287925	0	18.19562654	0	0	0.07	0	12.60494052
GB48081	Conserved	1.4	12.5	3.984070167	0.235618242	0.265790405	0.282647211	0.570002	0.68	0.010163504	0.590463677
GB48075	Conserved	37.5	59.5	44.45815643	49.65416972	22.56027316	30.11953964	24.58891055	22.43	12.66521949	34.41897332
GB48073	Conserved	37.9	22.5	22.84814775	23.84303913	7.971867807	13.89461156	10.90038223	14.03	5.816006391	27.17470294
GB48086	O-TRGs	22.3	91.7	57.63015583	20.25640211	8.683336798	16.9089166	15.71273933	18.78	3.981575469	18.86288087
GB48072	Conserved	101	145.7	90.55617435	147.9759835	133.5364077	53.72625486	86.85087574	82.82	35.92329572	113.1899563
0.0	Hymenoptera	0.3	0.7	2.06294636	0.024248971	0	0.086856602	0.190989393	0.19	0.017316132	0.191760431
GB48074	Conserved	24.6	59.9	19.8702094	16.54821581	6.500271029	11.69244206	9.597829479	12	4.761121463	18.70702073
GB43416	Conserved	0	4.1	0.718076489	0.012414026	0	0	0.009088172	0	0.006434863	0
GB43444	Hymenoptera	1090.9	384.5	702.1665921	112.3559624	23.15347197	53.2736302	623.9237122	244.63	116.5791909	147.9711568
GB43442	Conserved	47.8	44.1	39.7650904	37.54349508	35.96590378	54.38577233	26.03626189	24.48	13.42670219	30.21591262
GB43443	Conserved	26.5	32.1	36.26382296	26.77323715	35.11776288	11.79399983	21.51604283	17.96	14.97896581	31.44264342
GB43465	Conserved	0.3	0.1	0.134239929	0.039519537	0.230655879	0.016489276	0.482339515	0.14	0	0.020123455
0.0	O-TRGs	45.8	91.8	64.33834353	39.41506548	163.6024134	29.25433387	163.6536071	69.22	38.23849436	389.1461998
GB43437	Conserved	4.3	8.5	4.649736649	3.465421986	14.4783433	1.908620738	15.18037747	5.62	2.638172217	29.85401526
GB43438	Conserved	58.7	87.9	53.24608853	63.41054225	39.28742489	37.58794026	45.1446873	35.26	16.85854659	74.93221508
GB43429	Conserved	6.6	3.6	16.68436998	5.939998862	4.729821502	6.883679939	3.546479397	3.03	1.190517254	7.89183918
0.0	O-TRGs	24.3	24.7	50.0411524	20.7557742	201.5150479	53.1617107	17.25182175	10.28	4.101726558	26.1329123
GB43421	Conserved	0.3	2.8	2.691072586	0.168320776	0.300075911	0.12134154	0.318410846	0.08	0.021616903	0.175117447
GB43481	Conserved	0	26.3	0	0	0	0	0	0	0	0
0.0	Conserved	516.9	836.8	634.1921165	770.4406941	367.0164869	9784.845125	412.7734817	486.91	68.71852995	576.7014472
GB43483	Conserved	41.9	46.6	37.44258164	47.08223986	29.00435383	18.29646723	25.37665863	24.46	11.82581907	43.22270243
0.0	Hymenoptera	49.7	57.3	45.79403193	89.50666081	22.68752055	49.43437483	49.46456221	41.1	26.36889841	70.82376728
GB46262	Conserved	7.9	6.5	6.558607077	8.165232887	0.50344649	2.686603739	5.562998649	3.92	3.541039384	0.897974069
GB46263	Conserved	189	211.3	242.8091704	481.8166004	135.7099327	229.2840979	235.9390272	169.41	70.34848692	281.9899179
0.0	Conserved	48	68.6	30.46698787	32.40759485	21.29280372	42.15045315	25.63467231	21.47	6.688364662	34.58236033
GB46245	Conserved	1	0	1.393501085	0.583429563	0.323249883	0.763237074	0.447943324	0.57	0.091751008	0.394854916
GB46241	Conserved	0	0.1	0.107831441	0	0	0.861117776	0.036725424	0.11	0	0.012742547
GB46277	Conserved	157.2	1272.1	1459.852388	6.308490508	1.207453329	16.9942051	20.79595411	30.54	0.735338913	1.296143477
GB46253	O-TRGs	22.5	56.8	23.6714648	18.69676556	15.04802409	30.12755479	14.52584701	22.52	8.731549772	19.85248095
GB46267	Hymenoptera	13.8	24.6	17.24070687	4.558596977	2.837553832	4.257712736	3.725060275	6.73	1.832862254	6.208341967
GB54446	Conserved	4.7	2	0.761474955	0.096166401	0.48757712	0.242021506	0.081268636	0.46	0.015506588	0.121679938
GB54446	Conserved	8.8	4.8	0.471134811	0.019718817	0.654530842	0.164057206	0.044055648	0.1	0.037537411	1.338003275
GB54446	Conserved	15.1	12.1	28.66441153	0.817018709	56.71084233	1.096884138	1.623201843	1.95	2.674667945	134.7513603
GB54432	Conserved	16	23.2	61.60190859	0.387948643	0.022035582	0.971022065	0.306597771	1.23	0.030271088	0.069748488
GB54433	Conserved	860.3	389.8	589.7442417	1512.394621	1137.394443	692.7261636	1017.795457	782.61	636.6064553	1376.920904
GB54430	Conserved	8	10.2	9.662421114	2.457082865	0.759200434	1.999196101	2.185747701	1.49	2.023005924	5.966694156
0.0	Hymenoptera	12.9	18.2	15.09746003	15.05909125	3.853139728	6.700981717	6.631684126	6.49	2.72005516	10.01015477
GB54427	Conserved	0.3	0	0.035334245	0.059274249	0.680820014	0.084829457	0.076326839	0	0.011411748	0.104438301
0.0	Hymenoptera	3.5	2.2	4.273754565	2.628410602	0.963775543	1.207350426	0.238941225	0.51	0.373547279	0.781425261
0.0	Conserved	0.2	0.8	0.082055991	0.292491208	0.072977085	0.059368392	0.15640029	0.42	0.123476259	0.273331098
GB54451	Conserved	70	140.7	82.70865157	61.56126584	55.68052588	48.3621598	53.73220341	37.43	20.25320191	62.26331816
GB54417	Conserved	0	2.2	0	0	0	0	0	0	0	0
GB54416	O-TRGs	0.7	32.1	2.570377508	0	0	0.040362152	0.106330188	0.37	0.147363923	0.096414289
GB54450	Conserved	6.7	2.9	3.108540378	5.760365845	1.400741019	1.97372262	2.061594582	4.51	2.061239822	4.315011301
GB54420	Conserved	12.5	19.2	12.88910782	4.557516019	3.037194033	10.63666547	5.425486306	6.32	1.494713122	9.715373063
GB53593	Arthropod	9.7	63.1	69.71700426	0.056809133	0.008969722	0.124695772	0.019911953	0.65	0.004970942	0.106604036
GB53596	Conserved	0.1	0.1	0.256225884	0.016016603	0	0.052989378	1.987968624	0.11	0	0
GB53596	Conserved	0.3	0.9	0.355902616	0.058896719	0.644607891	0.279092798	1.186702959	0.09	0	0.01713643
GB53592	Conserved	19.7	75.6	39.5362276	29.91832348	2.288082194	15.3237282	11.90746182	13.69	1.629207296	10.12187384
0.0	Conserved	0	0.6	0.350764889	0	0.008972656	0	0	0.01	0	0.116823418
0.0	Conserved	0.1	1.9	0.161079372	0	0.019992282	0.191527052	0.036769388	0.03	0.002618658	0.075632914
0.0	Conserved	0	1.3	0.159368047	0.013249903	0.017218713	0	0	0.01	0	2.297468369
0.0	Hymenoptera	2.5	0.7	0.560837906	0.417422824	0.118246661	0	0.451080878	0.15	0.214113333	0.684815766
GB55094	Conserved	0.8	0.2	1.260226017	0.816285598	0.439306441	0.23207912	0.954918399	0.28	0.119143002	0.557324347
GB55078	Conserved	1.1	0.2	1.242046729	0.377540874	0.074506163	0.802030485	0.588735184	0.96	0.185038727	5.215561759
GB55095	Bee	41.7	0.4	38.29600611	34.26232046	28.01481908	19.98938481	31.86989573	21.7	17.85477253	40.22223863
GB55076	Conserved	81.6	89.8	88.22977008	92.9870761	78.67454339	46.49869197	68.74687415	59.74	42.52712643	71.28252145
GB55074	Conserved	12.8	8.1	2.277723669	0.847357793	1.211367567	32.42288654	2.913524425	13.78	0.125892336	0.579053338
GB55074	Conserved	3.6	9.2	1.24107119	0.232062289	1.114361296	1.644779916	0.923962175	4.33	0.043570947	0.49436552
GB55096	Conserved	0.3	0	0	5.190094298	0.052322795	0	0.832149265	0.66	0	0.057626264
GB55071	Conserved	36.7	54.9	62.85111332	29.98353235	31.71582263	52.66172214	38.0116702	22.73	10.1801766	57.13162846
GB55102	Conserved	0.2	1.2	0.255680268	0.051552612	0.085800974	0.06452052	0.108172417	0.06	0.017496347	0.140855022
GB55103	Conserved	68.1	51.2	39.3509611	147.0549106	76.81816525	109.8460818	81.08668032	44.47	19.83098311	128.3414939
0.0	Hymenoptera	65.9	26	103.6440214	3.823469729	3.188989039	3.80562719	4.104492351	4.13	74.28324243	17.62225897
0.0	Conserved	0.1	0.7	0.24494753	0.039614906	0.308039116	0.069641338	0.057539621	0.04	2.067693225	0.027239313
GB55105	Insect	0.1	0.8	0.504981574	0.02847103	0	0	0.01715211	0.04	0	0.052667295
GB55080	O-TRGs	138.3	24	4.203615763	1.32320559	1.226481338	0.696684021	1.742690967	0.18	0.137899145	1.18851638
0.0	Conserved	0	0.7	0.146591411	0.024866065	0.305785562	0.074149141	0	0.09	1.99861311	0.015199384
GB43783	Hymenoptera	85.7	28	37.03988791	138.9143271	93.58979203	42.57925666	94.80079693	57.79	39.11459283	359.1023034
GB43781	Conserved	0.2	0	0.241990013	0.047044102	1.127400071	0	0.023555047	0	0	0.120441986
0.0	Insect	0.1	0	0.41018279	0.040309015	0.55692815	0.043057777	0.033066886	0.08	0.004910577	0.094484595
GB43789	Conserved	1.6	0	0.200871048	0.300563203	0.207461679	0.013525425	0.546141716	0.13	0.066679044	1.146810218
0.0	Orphan	0.2	0.2	0.080224025	0.286038972	0.395433914	0	0	0.35	0.10453864	0.153028276
0.0	Conserved	8.7	6.4	4.243404655	3.567350181	5.047245573	6.223614124	4.682655349	1.57	0.581851675	12.24153398
GB43791	Conserved	0.1	2.8	0.67885472	0	0.016115987	0	0	0	0	0.024826255
GB43791	Conserved	0.2	0.7	0.485302836	0	0.10371483	0.022360398	0.016286791	0.03	0	0.051243067
GB43772	Insect	0.5	17.9	277.1090418	0.005061602	0	0.592766604	0.031213935	3	0	0.584760383
GB43784	O-TRGs	80.5	27.9	28.97345465	123.2313896	71.32999192	36.03974935	72.25215814	42.71	37.2418604	287.1102536
GB43782	Conserved	20.4	27.3	24.05456424	23.91967399	24.45020605	12.04330322	14.8745178	14.04	6.307113371	22.91656459
GB43787	Conserved	0	0.4	0.568011406	1.344411584	0.212431812	0.021197641	0.025247241	0.13	0.006534341	0.051654687
0.0	Hymenoptera	16.9	0	0.929798418	0	44.37278291	0	0	0.41	0	0.577273757
0.0	Orphan	12.9	0	0.746518097	0	32.37966594	0.211482796	0	0.35	0	0.628884621
GB43771	O-TRGs	12.4	41.1	14.42066929	8.759546893	9.76073413	5.169459095	8.935186569	11.12	3.467409573	15.67404527
0.0	Hymenoptera	0.5	0.6	1.157140184	0.407769042	0.064087408	0.793502122	1.57422881	0.08	0	0.25342145
GB50672	Conserved	56.6	80.2	141.3805481	54.48309377	23.79441318	46.95149007	46.08936408	35.97	26.4818822	65.82191576
GB50678	Conserved	2.4	0	1.623646184	0.296769131	0.058886563	1.026350823	0.861838764	0.5	0.684605368	0.871130552
GB50675	Conserved	0.4	1.1	1.68792613	0.655833079	0.034515423	0.202500107	0.572246092	0.34	0.381895417	0.546602562
GB50675	Conserved	0.3	1.1	0.391555466	0.051348451	0.022240677	0.140722316	0.16646245	0.07	0.148781525	0.140043953
GB50683	Conserved	295.8	415.2	259.6544496	212.6321083	113.8451065	94.49682496	170.3972502	82.12	56.49474464	215.3754487
0.0	Hymenoptera	1.9	3.7	0.467111964	12.06414674	2.869870984	1.177353744	1.565936595	1.99	50.02854883	11.23625505
GB50686	Conserved	0.1	2.2	1.875964823	0.03524287	1.711772301	0.078795514	0.014441701	0.03	0.030467169	0.171678215
GB50686	Conserved	1.1	20.4	7.789467182	0.06473234	16.59075972	0.081386599	0.067550584	0.1	0.048271713	0.970015339
GB50657	Conserved	5	1.8	2.46291145	4.705388915	2.014521026	9.965766602	14.00815122	3.35	0.72391889	6.18790543
0.0	Orphan	3.2	0.5	1.506183868	0.580198121	0.347400221	0.095134008	0.485001088	0.37	0.02529308	0.247462565
GB50660	Conserved	7.1	3.2	4.525913727	2.02260525	1.299562659	1.182754936	4.129762008	1.59	0.237079946	3.459899836
GB50656	Conserved	39.2	38.8	42.00476228	57.02582001	21.31304844	199.1968808	32.53664364	30.6	13.40041924	57.48930057
0.0	Orphan	44.8	2	100.0227094	47.96204136	22.4235355	29.79966671	44.68866013	30.42	25.88435152	56.89546912
GB50669	Conserved	3.1	1	2.641745651	2.188296004	0.306476073	7.65177288	4.241068268	0.35	0.025648034	0.857004495
GB50690	Conserved	36.5	202.1	125.8963227	68.51763269	23.58173485	4.606237023	70.69885233	28.49	28.98389693	35.39795848
GB51356	Conserved	0.1	0	0.282152108	0	0	0	3.96095392	0.09	0	0.009988556
GB51290	Conserved	0	0	3.449733617	0	0	0.367706157	0	0.09	0	0.009823123
GB51290	Conserved	0	0	0.413480403	0	0.020639135	0	0.04817864	1.42	0	0.015897023
GB51305	Insect	0.1	0	0.030984488	0.034521673	0	0.817043266	0.033557875	0.3	0	0.017248571
GB51302	Conserved	0	0.3	5.131468541	0.180268649	0	0	0.075432488	0.26	0.031132704	0
0.0	Orphan	0	0	0	0.069894094	0	0	8.932212118	0	0	0.035507804
GB51283	Conserved	0	2.8	0	0	0	0	0	0	0	0
GB51283	Conserved	0	1.8	0	0	0	0	0	0	0	0
GB51333	Conserved	0.4	0.3	0.232224692	0.074623728	0.230143258	0.099603346	0.119109282	0.08	0.024289824	0.180320746
GB51341	Conserved	0	2.3	0	0	0	0	0	0	0	0
GB51278	Conserved	18.7	107.5	193.9704074	8.492678209	2.870152647	4.241068311	5.066686809	9.28	0.572590131	5.256567986
GB51349	Conserved	0.4	2.6	0.637096462	0.09975742	1.358804631	0.071251369	0.163760434	0.22	0.086842508	0.522457401
GB51257	Conserved	36	57	47.18650456	55.62690791	30.05630961	36.84379797	43.22798237	36.11	19.94394936	61.08613747
GB51359	Conserved	0.9	1.5	0.700935108	0.714805516	0.515367142	0.830271619	0.892247617	0.26	0.492722906	1.802605883
GB51255	Hymenoptera	6.4	16.2	5.929908787	23.82924441	3.465595907	5.109825689	4.463600653	9.04	4.33805554	6.473981944
0.0	Conserved	16.1	23.9	16.36055754	12.60260214	6.908461917	16.16819696	6.99964264	11.82	2.901402715	10.43928075
0.0	Conserved	0.1	0.5	0.13475345	0.013451683	0.224152011	0.118657067	0.111271664	0.04	0.004602218	0.686252097
0.0	Orphan	0	0	0	0.065388343	0.107760297	0	3.275485318	46.08	0	0.232969081
GB51344	Conserved	22.2	92.1	33.35874467	16.43121042	20.36231846	11.76901491	16.10453851	14.58	4.098086359	20.72828522
GB51354	Conserved	27.7	1.7	1.424410446	3.395232468	0.061519319	2.046554727	5.020595702	6.01	0.378476336	0.804137103
0.0	Hymenoptera	5.5	9.3	15.61505649	22.19401001	3.992622218	17.84953562	16.91745911	5.69	4.300269321	10.69634663
0.0	Conserved	35.5	99.2	106.6706344	16.0372965	17.7439987	14.35952951	36.61695679	18.26	4.769881384	64.74105514
0.0	Hymenoptera	8	14.9	8.074868589	23.22408084	4.095829284	5.231569625	4.669239581	10.96	5.82148567	7.368193286
0.0	Conserved	194.8	125.8	203.3053904	236.328777	148.6454313	293.0202003	125.2667528	81.29	24.75505447	118.7155372
GB40389	Conserved	15.9	14.7	15.62798212	17.14829268	12.86461259	4.06757224	10.9876614	8.15	2.812431409	10.7730788
GB40416	Conserved	0.8	0.1	0.230778875	0.025204234	0.083119426	0.33551695	0.043691333	0.6	0	0.169378904
0.0	Arthropod	0.1	0.4	0.569205699	0	0	0.143195913	0.059384749	0.56	0.015666273	0.030708057
GB40451	Conserved	194.8	259.8	252.8058652	118.4929544	284.7757071	163.4099565	285.4393219	55.63	15.4115755	1082.38135
GB40440	Conserved	36.6	8.2	8.714954819	5.340669963	1.356265444	9.268411194	1.955676726	2.67	1.093185841	6.324310288
GB40437	O-TRGs	20.5	40.4	26.58665358	23.26537134	14.64629847	22.28426319	16.50439088	13.31	6.775925621	17.89791708
0.0	Conserved	0.7	1.1	1.325363929	0.407515275	0.32951394	1.565382864	0.462410737	0.34	0.069977872	0.259417296
0.0	Conserved	0.2	4.8	0.378849191	0.038289516	0.161680899	1.822011941	0.142250797	0.25	0.006893942	0.089849864
0.0	Conserved	0.7	2.2	0.679038617	0.288209227	0.418932837	6.535826308	0.374369056	0.73	0.039414192	0.371662007
0.0	Conserved	1.3	2.7	1.086738381	0.585001153	0.637511853	2.206210668	0.838610869	0.68	0.136546634	0.521646074
GB40429	Conserved	15.6	4.5	13.63045006	14.49386575	8.172522377	18.16210398	10.83958638	6.1	2.773051665	15.33226276
GB40429	Conserved	7.5	16.8	14.72191834	7.249932884	9.888442384	3.998898344	4.757371607	3.13	1.425013723	8.018118819
GB40405	O-TRGs	0.1	0.2	0.19846924	0.521930965	0.020343138	0.172114771	0.110034342	0.18	0.011769728	0.170175891
GB40405	O-TRGs	0	0.7	0.087265887	0.072840056	0.019419951	0.052677506	0.0284709	0.04	0.018244308	0.090405053
GB40405	O-TRGs	0	0.1	0.261034734	0.012098347	0.030738242	0.273691634	0.055918982	0.1	0.101162003	0.122082523
GB40405	O-TRGs	0	1	0.047898933	0.031879109	0.019581074	0.054222951	0.015683241	0.03	0.016950078	0.069125192
GB40405	Insect	0.2	0.6	0.131650851	0.060437034	0.118878388	0.018626988	0.031580421	0.08	0.078299917	0.569734894
GB40409	O-TRGs	0	0.3	0.383959723	0	0.3649099	0	0.043929666	0	0.016034959	0.093350109
GB40409	O-TRGs	0.6	0.4	2.62671824	0.253694565	0.526859404	0.354966775	0.264506038	0.55	0.066711312	0.626714832
GB40479	Conserved	37.2	66.8	33.8388782	50.41620494	24.95942069	16.12726279	22.89120299	15.37	6.522204462	49.95555369
GB40410	Conserved	46.5	101.9	98.99373287	124.1632944	31.83220186	3.406103287	29.79086587	19.43	7.404229385	177.7080751
GB40478	Conserved	0.4	3.4	0.975364844	0.063505263	0.040913253	0.018957407	0.042459823	0.06	0.052041389	0.30027642
0.0	O-TRGs	1.8	0.5	0.601406064	1.006662572	0.2751268	0.567650957	0.842371662	0.98	0	1.492254214
GB40420	Conserved	0.4	0.6	0.288465754	0.076079988	0.127068893	0.115472156	0.129930344	0.14	0.065083379	0.15892905
GB40424	Conserved	55.8	109.8	84.77787518	37.73583893	15.23418988	77.48694573	22.40999933	24.67	7.391896201	26.66020133
GB40461	Conserved	520.3	696.4	531.421396	891.3133325	1236.551725	131.6678746	953.1017332	439.16	383.0587389	402.3586143
GB40400	Conserved	15.9	54.8	23.65217976	10.71809454	26.25911896	15.88929229	11.17921685	10.31	2.23747902	13.25918164
GB40490	Conserved	43.5	38.3	67.68742828	43.78832497	40.23679612	26.52445747	35.08615366	22.09	12.03421631	26.19779022
0.0	Conserved	14.4	17.1	11.34296519	12.47872011	9.488052379	11.32649406	8.462165576	7.05	4.719112285	12.5959849
0.0	Conserved	38.2	34.4	38.07916487	23.98245937	12.60766536	36.61185963	13.99739162	14.82	6.007126485	23.45423678
GB40494	O-TRGs	7.6	30.1	9.061481866	2.658509544	3.118707622	2.58735314	2.621312235	2.42	2.341977237	4.29823477
GB40496	O-TRGs	0.1	0.8	0.209353351	0.087284496	0.104249458	0.290502817	0.04649809	0.08	0.015492723	0.116334808
GB40495	Conserved	0.1	0	0.172905784	0.223207296	0.061012856	0.097677037	0.012316091	0.02	0.017877504	0.370027576
GB40391	Conserved	0.3	1	0.399215677	0.297829568	0.373722147	1.716795774	0.173203996	0.13	0.051041061	1.386718638
GB40392	Conserved	0.2	0.1	0.166654391	0.280831159	2.813524749	0.242962072	0.370550924	0.05	0.084048988	2.33246325
0.0	Hymenoptera	0.6	0.6	0.170853772	0.115340923	0.030511024	0.97715476	0.023162026	0.24	0.056227854	0.200692403
GB40504	Insect	72.5	187.7	105.8105517	23.17550002	19.83924092	49.93131562	39.34379441	32.13	8.797383997	32.59714496
GB40388	Conserved	28.8	31.7	27.27102692	32.1162946	20.46634918	33.30643198	23.23004833	13.29	4.97256585	31.60202101
GB40511	Conserved	1.1	0.9	0.968897555	0.154875419	236.0693906	0.973383368	0.216689556	0.49	0.077285756	4.290806986
GB40510	Conserved	63.9	42.3	58.67746833	90.1919174	64.95239559	42.63104357	69.81656547	34.5	13.76664421	67.83235075
0.0	Conserved	69.7	48.4	87.45466961	83.80610264	79.5357782	60.05441434	64.36288037	40.64	15.13007975	67.07142481
GB40513	Conserved	0.6	1	0.844440813	0.142984829	0.176017608	0.332526168	0.226357396	0.32	0.08317389	0.195208045
GB40515	Conserved	2.5	7.4	3.218645742	3.665871629	2.828877678	5.146068434	2.694669995	2.27	0.641696446	3.503811818
GB40381	Conserved	2	2.9	4.094936095	0.101882063	0.743386659	0.062046162	0.204686714	0.36	0.024361534	0.488423233
GB40519	Conserved	4.3	22.5	13.65258932	0.101945151	0.078975259	2.296427719	0.886551713	2.47	1.866560817	0.142210656
GB40377	Insect	0.2	13	94.67164745	0.074859987	0.05455637	0.190558584	0.040275941	3.36	0.090582615	0.105480058
GB40521	O-TRGs	0.4	1.9	3.965081179	0.203493221	0.004749681	0.071643451	0.098041072	0.1	0.007530402	0.049582081
GB40534	Arthropod	1.6	3.6	4.719866771	0.453680528	0	0.42258913	0.692231235	1.04	0.068919848	0.053502872
GB40365	Conserved	25.4	31.5	29.00072005	36.81175597	20.63567055	19.66981689	21.34284269	14.45	8.745847856	19.92449308
GB40362	Conserved	11.5	8.5	15.50121502	2.112810027	16.33552238	1.252747477	2.349108668	1.97	0.724407723	3.060584797
0.0	Orphan	28.5	66.1	32.2148362	37.38598631	11.08822466	63.02243247	19.57526698	14.5	4.899840955	40.02326403
GB40355	Conserved	0.8	3.9	1.131822703	0.363375667	0.267027253	0.742474974	0.186633548	0.36	0.057962727	0.407608476
GB40549	Orphan	5.7	1.3	0.5764646	1.016240013	0	0.049505681	0.423143007	0.6	0.141094765	0.141947345
GB40350	Conserved	0.1	0.4	0.11882627	0.054379169	0.12867887	0.059168572	0.057658731	0.08	0.106866391	0.018976486
GB40555	Conserved	0.6	0.7	0.373818399	0.125146348	0.107239725	0.249909372	0.208672883	0.14	0.065667763	0.235266109
0.0	Bee	6.5	20.8	25.68502653	0.176452982	1.744325087	1.343815643	0.337728293	1.6	0.045905821	4.079364544
GB40344	Conserved	15.3	0.1	7.747083319	16.90434767	15.79153668	18.99188968	13.06775627	7.4	5.823841335	32.69436974
GB40559	Conserved	40.9	42.2	24.45463466	70.76661428	65.20127635	52.76859087	48.62900053	29.67	26.58273535	107.581567
0.0	Conserved	136.1	79.3	97.97649944	238.0411458	238.400022	85.97927398	180.7732269	112.2	115.9263096	182.6180585
GB40343	O-TRGs	0.3	0.7	0.976490882	0.12717466	0.05778668	0	0.027827283	0.03	0.005337479	0.128194205
GB40343	O-TRGs	0.1	0.9	6.827948158	0	0	0	0	0.03	0	0
GB40342	Conserved	50.6	38.3	61.92818532	58.21088212	42.9617753	29.21005872	41.68038622	25.84	14.14130613	48.33645141
GB40563	Conserved	0.1	0.3	0.365127622	0.310875177	0.101677634	0.396987129	0.210892437	0.04	0.050108153	0.195213475
0.0	O-TRGs	23.4	5.7	13.16573782	24.14345233	14.71440953	9.060348678	14.0732508	9.9	3.81139903	17.25426252
GB40446	O-TRGs	47.1	77.2	48.31706656	46.91280101	25.67973999	24.42492404	28.92288012	25.63	7.991150802	29.61105467
GB40407	Conserved	0	6.3	20.89514707	0.048967282	0.007279568	0.164700257	0.053118239	0.46	0.011915687	0.19450837
GB40498	Conserved	131.3	166	62.89830424	10.89226039	0.747065457	18.51343822	42.19039385	46.04	28.21444269	118.5365681
GB40538	Conserved	16.5	27.5	18.6009248	31.15512446	17.49750795	8.605994901	19.83985119	12.94	7.450016451	19.3117801
GB40360	Conserved	67.3	39.5	64.41163498	119.7004373	107.3476382	97.02927705	87.48519344	49.39	32.00440948	93.78680038
GB40543	Conserved	49.6	154.2	43.84795954	38.91398014	25.11551944	29.14006325	28.39802304	21.63	8.033565289	36.01041174
GB40349	Conserved	48.6	64.3	45.08796368	100.929059	40.75475988	117.3082971	52.37142884	31.03	8.991581872	70.44953374
GB40567	Conserved	10.9	1.1	1.625779155	4.507984476	0.13983158	1.73912638	7.898381406	3.5	0.783128371	1.126647216
GB46886	Conserved	0.9	3.5	3.718386118	0.012702195	0.008377951	0.200789646	0	0.11	0.006584237	0.099485891
0.0	Conserved	1	12.1	2.863850566	0.388170101	0.117870877	0.932697453	0.49282664	1.06	0.252178107	0.246339508
GB46897	Conserved	8.3	18.6	8.156871894	4.910695355	3.624968547	22.69885093	4.580806617	4.31	1.404148162	10.41257508
GB46893	Conserved	207	98.6	174.101417	165.7455314	123.0287601	143.3620736	111.678421	71.83	26.14973766	224.1345636
